	DRS000419	DRS000420	DRS000668	DRS001349	DRS002153	DRS002154	DRS002155	DRS002156	DRS002157	DRS002158	DRS002159	DRS002160	DRS002161	DRS002162	DRS002163
LOC_Os01g09280	386.5609293	252.5977928	1803.419488	129.7869383	245.424661	326.6731566	127.6275855	240.155507	195.7934352	212.3322303	144.9855138	287.3919371	188.3831795	254.2686947	199.5614681
LOC_Os01g09300	1390.832453	2622.108262	4811.280036	134.5497618	475.7325855	491.3449113	975.5775285	597.2406617	494.4007747	462.4523999	823.9669692	466.452334	585.3021577	581.6953997	1037.719634
LOC_Os01g09305	136.7225679	276.1190448	880.2308152	52.39105768	86.25431925	80.11058337	146.9650984	182.5901421	107.2840741	71.97702722	227.6885181	143.2483175	113.9061085	86.54057327	206.3757622
LOC_Os01g09310	177.0508073	377.3626945	1394.104054	97.63788022	145.8320449	113.9350519	286.1951917	295.9219544	153.7738395	98.06869959	334.8961163	219.3489862	174.3639662	110.6291865	342.6616428
LOC_Os01g09320	6783.013151	4912.873671	17650.00574	660.8417503	3121.161449	2911.574647	3368.594756	2522.082553	3048.655772	2775.614112	3567.460459	2262.428115	3333.944177	3281.404417	3384.757194
LOC_Os01g09370	532.1360375	405.9972621	3811.09143	47.62823426	361.0232331	146.8694028	339.3733523	326.5035545	242.2832006	17.09454396	234.8356913	121.7610699	317.1847022	26.76512575	297.8819963
LOC_Os01g09384	29.50846788	53.1784827	711.6414878	7.144235138	27.56581337	13.35176389	38.67502591	38.6767296	51.85396914	1.79942568	115.3757962	67.14764885	35.92423423	7.137366868	48.67352881
LOC_Os01g09410	102.296022	114.5382704	1440.304013	53.58176354	63.13460481	6.230823151	88.95255958	76.45400037	92.97953087	1.79942568	165.4060087	85.94899053	52.5720501	0	121.683822
LOC_Os01g09420	847.8766439	472.4703655	3997.512321	273.862347	400.1489037	246.5625733	322.9364663	371.4764959	348.6732408	50.38391905	296.097176	246.2080458	451.24343	107.9526739	392.3086422
LOC_Os01g09430	558.6936586	373.272042	3210.491951	338.1604632	206.2989904	305.3103344	218.5138964	428.1424021	259.2698457	213.2319431	294.0551265	393.9328733	222.5550121	206.0914683	292.0411729
LOC_Os01g09450	219.3462779	434.6318297	1512.440793	9.525646851	153.835023	153.9903436	326.8039689	183.4896009	330.7925618	304.10294	434.9565413	280.2295212	197.1451879	239.9939609	306.6432315
LOC_Os01g09460	360.0033082	19.43059945	1327.640953	1.190705856	110.2632535	123.7263454	7.735005181	25.18484718	132.3170247	147.5529058	9.189222705	25.06845557	140.1921336	149.8847042	9.734705763
LOC_Os01g09470	149.5095706	24.54391509	222.8945434	0	37.34723101	34.71458613	3.867502591	25.18484718	54.53607099	50.38391905	9.189222705	32.23087145	54.32445177	49.96156807	10.70817634
LOC_Os01g09500	59.01693577	12.27195755	162.1051225	1.190705856	41.79332994	28.48376298	12.56938342	11.69296476	20.56278087	18.89396964	12.25229694	9.848321831	31.54323006	10.7060503	7.78776461
LOC_Os01g09510	4507.910277	1559.561271	7589.761836	148.838232	1539.23945	1483.826027	769.6330155	772.6351331	1484.096358	1459.334227	637.1194408	786.0751425	1675.295996	1676.389043	685.3232857
LOC_Os01g09540	122.9519495	1057.433675	3888.901889	25.00482298	34.67957166	47.17623243	577.2247616	1358.18283	69.73464815	138.5557774	743.3060143	1336.685863	54.32445177	57.9911058	519.8332877
LOC_Os01g09550	436.7253247	559.3967315	2288.113804	36.91188155	220.5265069	322.2225687	259.1226736	396.6613431	200.263605	402.1716396	241.9828646	313.3556946	238.3266271	329.2110468	296.9085258
LOC_Os01g09560	6954.162265	2229.405621	11143.10612	147.6475262	2779.701051	2751.35348	1273.375228	1339.294195	2703.558667	2565.081307	1264.028634	1332.209353	3052.683709	3157.392668	1464.099747
LOC_Os01g09570	9593.202909	1941.014618	9382.644491	403.6492853	1149.761183	1578.178492	922.3993678	1198.079159	873.4711698	1010.37752	1040.424215	1173.740902	880.5818391	834.1797527	894.6194596
LOC_Os01g09580	483.9388733	177.9433844	914.2728909	1.190705856	306.7808262	221.6392807	101.521943	135.818283	339.7329013	275.3121291	87.80812807	135.1905997	432.8432125	320.2893382	95.40011647
LOC_Os01g09590	567.546199	118.6289229	1189.041074	77.39588066	186.7361551	226.0898686	74.44942487	107.0356005	236.024963	176.3437167	41.86201454	59.08993099	249.717238	211.4444935	83.71846956
LOC_Os01g09620	1001.320677	593.1446147	10982.62205	302.4392875	762.0613567	948.8653541	600.4297772	755.5454154	1365.189843	1259.597976	559.5215602	755.6348751	1210.909554	1183.018558	853.7336954
LOC_Os01g09640	556.7264274	611.552551	1711.019568	113.1170564	481.0679043	480.6635002	320.0358394	556.7650145	467.5797562	466.9509641	296.097176	401.0952891	538.8635135	430.9185246	380.6269953
LOC_Os01g09660	50.1643954	23.52125196	144.273559	5.953529282	35.56879144	35.60470372	19.33751295	17.98917656	66.15851235	65.67903734	21.44151964	31.33556946	81.48667765	54.42242237	27.25717614
LOC_Os01g09665	75.7384009	26.58924135	524.4100713	1.190705856	34.67957166	15.13199908	6.768129533	8.994588279	10.72840741	1.79942568	3.063074235	0	13.14301252	3.568683434	7.78776461
LOC_Os01g09670	738.6953127	312.9349174	2096.82976	11.90705856	240.0893422	318.6620983	96.68756476	227.5630835	179.7008241	274.4124163	114.3547714	157.5731493	231.3170204	272.1121118	147.9675276
LOC_Os01g09700	613.776132	25.56657822	174.2630067	184.5594077	272.1012545	43.61576206	194.3420052	2.698376484	134.9991266	58.48133462	130.6911674	4.476509923	294.4034805	94.570111	625.9415805
