	DRS000419	DRS000420	DRS000668	DRS001349	DRS002153	DRS002154	DRS002155	DRS002156	DRS002157	DRS002158	DRS002159	DRS002160	DRS002161	DRS002162	DRS002163
LOC_Os01g08340	306.2117215	91.08986577	1123.991565	21.09811646	188.1513698	231.3860876	74.35098551	94.88683901	152.9688849	142.557652	97.20770623	85.2776546	176.2940281	189.2047783	99.7967277
LOC_Os01g08350	208.8666372	62.68549902	264.0050302	9.042049911	1.86288485	2.81035734	0.941151715	2.904699154	0.932737103	2.813637868	9.34689483	5.685176973	0.927863306	5.537700829	2.772131325
LOC_Os01g08370	209.8117351	108.7201624	568.3988896	15.07008318	180.6998304	130.2132234	108.2324473	118.1244322	44.77138095	43.14244731	34.58351087	62.53694671	56.59966164	49.83930747	48.0502763
LOC_Os01g08380	610.5332472	56.80873349	878.7033095	6.028033274	285.021382	815.0036285	39.52837204	55.18928392	275.1574454	788.7564823	57.95074795	38.84870932	398.9812214	876.8026313	38.80983855
LOC_Os01g08400	1308.9606	594.5327798	3791.624482	35.16352743	561.6597821	650.1293312	384.9310516	457.0060002	490.6197162	582.4230387	329.9453875	475.6598068	582.6981559	642.3732962	459.2497562
LOC_Os01g08410	2607.525122	1212.572622	7599.010459	272.2661695	1075.816001	1051.073645	719.0399105	792.0146359	987.7685921	969.7671852	716.9068335	825.2981906	1163.540585	1057.700858	844.5760103
LOC_Os01g08420	701.2626462	687.5815674	4652.596111	102.4765657	490.8701579	483.3814624	469.634706	591.5903943	422.5299077	432.3623524	401.9164777	474.7122773	473.2102858	443.9390165	488.819157
LOC_Os01g08430	2143.482051	1760.091277	12502.80539	272.2661695	950.0712733	975.1939968	791.5085926	1246.115937	878.6383511	726.8564492	778.5963393	960.7949085	1005.803823	901.7222851	971.1700075
LOC_Os01g08440	929.9763394	3888.459861	7314.318467	115.5373044	57.74943034	118.971794	264.463632	654.5255426	45.70411805	19.69546508	98.14239572	295.6292026	52.88820842	23.99670359	60.98688915
LOC_Os01g08450	1172.866501	470.1412427	2766.142257	45.21024955	580.2886306	628.5832583	308.6977626	408.5943476	575.4987926	655.5776232	286.9496713	451.0240399	635.5863643	705.1339056	372.3896413
LOC_Os01g08460	827.9057656	2598.509827	4123.600957	458.1305288	217.9575274	170.4950119	544.9268432	736.8253519	186.5474206	109.7318769	752.4250338	672.7459418	130.8287261	82.1425623	498.0595947
LOC_Os01g08470	523.5842399	242.9063087	4658.506671	0	274.7755153	337.2428807	101.6443853	192.6783772	213.5967966	282.3016661	93.4689483	160.1324847	304.3391642	485.4717727	104.4169466
LOC_Os01g08510	327.9489733	1718.953919	4207.333895	13.06073876	177.9055031	163.0007257	848.9188472	699.0642629	223.8569047	219.4637537	856.1755664	790.2395993	193.9234309	165.2080747	1023.840503
LOC_Os01g08520	187.1293854	150.836982	1207.724504	2.009344425	43.77779396	88.99464908	38.58722033	109.4103348	109.1302411	151.9364449	37.38757932	106.1233035	76.08479105	103.3704155	36.03770722
LOC_Os01g08540	241.9450639	228.2143949	2028.307303	25.11680531	162.0709819	151.7592963	142.113909	239.1535636	112.8611895	89.09853249	63.55888484	82.43506611	158.6646252	127.3671191	72.99945822
LOC_Os01g08550	123.8078257	72.48010824	735.864767	10.04672212	54.95510306	59.01750413	34.82261347	67.77631358	63.42612301	33.76365442	14.02034225	46.42894528	75.15692775	55.37700829	16.63278795
LOC_Os01g08560	9715.606473	4788.584449	24454.94356	467.1725787	3047.679614	3531.68239	1512.430807	2549.357624	2898.014179	2578.230166	1325.389687	1890.321344	2961.739671	3019.892852	1342.635605
